FALSE,0,175.9595478857682,730.0089641689314,0,0,-2.042254,4.6483426,7.4962454,-0.06908886,-0.3363424,-0.010885619,FALSE
FALSE,0,201.80403463325007,731.6304058354284,105,1,-1.9656396,4.548983,8.688558,-0.039156463,0.015515983,0.008051205,FALSE
FALSE,0,238.99405100298222,729.9847911197359,122,2,-2.0159178,4.547786,8.695741,-0.03976733,-0.024801124,0.020879375,FALSE
FALSE,0,271.61690831768726,729.9628870687358,138,3,-1.9057846,4.560954,8.792706,-0.044043384,-0.027855448,0.036151007,FALSE
FALSE,0,305.569602696039,728.9880711583679,155,4,-1.8794483,4.5753193,8.810662,-0.014110988,-0.011362087,0.053866096,FALSE
FALSE,0,345.3286529576106,727.2404960654907,172,5,-1.7896658,4.607641,8.735245,0.010323621,0.010018196,0.06363994,FALSE
FALSE,0,392.3836311065892,725.2194239612102,188,6,-1.7034745,4.594473,8.328231,0.021930061,0.090652406,0.07280292,FALSE
FALSE,0,441.409297644601,724.162571331928,205,7,-1.7872716,4.497508,8.516175,-0.011667527,0.09248501,0.07768984,FALSE
FALSE,0,498.6269741379233,722.1717775370149,222,8,-1.780089,4.474763,8.65025,-0.011667527,0.08576548,0.08318763,FALSE
FALSE,0,554.7313786948154,721.967433549033,238,9,-1.6998832,4.3981485,8.499416,-0.000672,0.06255261,0.0837985,FALSE
FALSE,0,609.2947474993928,721.9850121563121,255,10,-1.6567876,4.414908,8.346188,-0.01899791,0.039950594,0.07524638,FALSE
FALSE,0,656.2924791728284,724.85269894784,271,11,-1.62686,4.405331,8.307879,-0.040378194,0.004520409,0.07158119,FALSE
FALSE,0,694.8677483184764,728.4989463884726,288,12,-1.4820108,4.404134,8.318654,-0.07703011,0.006353005,0.059974752,FALSE
FALSE,0,734.3553897314868,732.8179510094515,305,13,-1.4903905,4.4184995,8.477868,-0.08680396,0.038728863,0.043481387,FALSE
FALSE,0,772.1557828104444,737.5349441886804,321,14,-1.553837,4.4484267,8.567651,-0.0806953,0.06499606,0.04164879,FALSE
FALSE,0,809.2750415101926,740.5008936976454,338,15,-1.6340426,4.4101195,8.4647,-0.07703011,0.11814134,0.04714658,FALSE
