FALSE,0,865.0,778.0,0,0,-1.721431,2.6779146,8.91481,0.13921618,0.20793854,0.016603317,FALSE
FALSE,0,859.0,774.0,75,1,-1.8555063,2.6024973,9.357738,0.00910189,0.083322026,0.006829474,FALSE
FALSE,0,855.5,774.0,108,2,-1.8064252,2.4528596,9.546879,0.11111639,0.11814134,0.009883801,FALSE
FALSE,0,854.5325,772.5325,124,3,-1.8088194,2.5366566,9.508572,0.14410311,0.12363914,0.009272935,FALSE
FALSE,0,852.0,771.0,141,4,-1.8710686,2.4899697,9.588778,0.18258762,0.16884317,0.015381588,FALSE
FALSE,0,848.9399,767.9399,157,5,-2.0027497,2.6623523,9.403227,0.23145685,0.24642305,0.030653218,FALSE
FALSE,0,791.1931,753.0,241,6,-1.8770541,2.7473464,9.283517,0.098288216,0.09248501,-0.017605135,FALSE
FALSE,0,733.7161,753.0,257,7,-1.7585411,2.6611552,9.242816,0.11905763,0.113865286,-0.04387234,FALSE
FALSE,0,660.2811,761.1198,291,8,-2.1978772,2.7976246,9.012972,0.10256427,0.10164799,-0.06586349,FALSE
FALSE,0,580.94305,780.01794,324,9,-2.3223755,2.9891608,8.846576,0.021930061,-0.027855448,-0.040818013,FALSE
FALSE,0,519.4587,804.75305,357,10,-2.2397757,2.8790276,9.2069025,-0.06969973,-0.07061602,-0.006609561,FALSE
FALSE,0,463.72913,836.197,392,11,-2.0805612,2.7856536,9.075222,-0.029993486,-0.10054842,0.003164282,FALSE
FALSE,0,407.83478,876.1653,440,12,-1.9620483,2.7222073,9.263166,-0.03304781,-0.10726793,0.01110553,FALSE
FALSE,0,357.05298,923.94116,490,13,-1.9764135,2.8107927,9.027337,-0.007391471,-0.12131783,-0.02615725,FALSE
FALSE,0,331.20233,967.629,523,14,-1.769315,2.8670566,8.948329,-0.062369343,-0.115820035,-0.015161675,FALSE
FALSE,0,310.03787,1013.91797,557,15,-1.8842367,2.7629087,8.981848,-0.16377297,-0.1500285,-0.019437732,FALSE
FALSE,0,301.27383,1040.11,574,16,-1.7489643,2.705448,9.16261,-0.16988163,-0.15430455,-0.023102922,FALSE
FALSE,0,288.10663,1086.6445,607,17,-1.7992426,2.7629087,9.297882,-0.14178182,-0.16896531,-0.0744156,FALSE
FALSE,0,283.03217,1113.6139,624,18,-1.6208745,2.598906,9.396045,-0.13078624,-0.15613715,-0.07563733,FALSE
FALSE,0,282.01505,1136.8346,640,19,-1.5682021,2.541445,9.376891,-0.08924741,-0.10726793,-0.11900877,FALSE
FALSE,0,278.04044,1158.5552,656,20,-1.6436194,2.645593,9.257181,-0.0806953,-0.11704177,-0.13183694,FALSE
FALSE,0,278.0,1182.603,674,21,-1.6938977,2.5450363,9.015367,-0.08374962,-0.13536772,-0.12389568,FALSE
FALSE,0,279.9453,1201.5624,690,22,-1.4891934,2.5390508,8.913613,-0.12345587,-0.18545868,-0.112900116,FALSE
FALSE,0,280.0,1216.9453,707,23,-1.5298948,2.5438392,9.078813,-0.16804904,-0.20561723,-0.12023049,FALSE
FALSE,0,282.89517,1234.0565,723,24,-1.567005,2.5582044,9.355343,-0.25540277,-0.2166128,-0.112900116,FALSE
FALSE,0,285.89078,1250.6177,740,25,-1.5610195,2.409764,9.510966,-0.20775527,-0.2166128,-0.12756088,FALSE
FALSE,0,290.65787,1266.0876,756,26,-1.5251064,2.4229321,9.506178,-0.18087721,-0.19217819,-0.12267395,FALSE
FALSE,0,296.80222,1281.5386,773,27,-1.4161704,2.4121583,9.49301,-0.14544702,-0.16346753,-0.12206309,FALSE
FALSE,0,302.7197,1293.4395,790,28,-1.5969325,2.4001873,9.238028,-0.13139711,-0.09688322,-0.08724377,FALSE
FALSE,0,309.45132,1304.177,806,29,-1.3994108,2.4588451,9.445126,-0.15583172,-0.046181407,-0.08785464,FALSE
FALSE,0,351.61972,1345.6198,895,30,-1.6160861,2.5210943,9.242816,-0.17415768,-0.058398712,-0.031044172,FALSE
FALSE,0,360.61823,1351.771,906,31,-1.7753005,2.5127146,9.317036,-0.21019873,-0.033353236,-0.005387832,FALSE
FALSE,0,369.2946,1360.2946,923,32,-1.7310078,2.4863784,9.506178,-0.18698585,-0.027244583,0.022101104,FALSE
FALSE,0,403.2727,1384.5151,973,33,-1.5406688,2.2110453,9.479841,-0.11673635,-0.01747074,0.14671761,FALSE
FALSE,0,481.83542,1409.8335,1039,34,-1.364695,1.9440918,9.51336,-0.086193085,0.08148943,0.23040615,FALSE
FALSE,0,542.7849,1407.1582,1072,35,-1.210269,1.7932571,9.510966,-0.01777618,0.11569789,0.11861782,FALSE
FALSE,0,609.5762,1391.8057,1106,36,-1.2497733,1.9847932,9.516952,-0.008613203,0.039950594,0.1980303,FALSE
FALSE,0,672.2091,1369.7676,1139,37,-1.2366052,1.9009962,9.701305,-0.08252789,0.002076948,0.087463684,FALSE
FALSE,0,734.3566,1337.0956,1189,38,-1.5598224,2.12246,9.309854,0.041477747,0.022846367,-0.037152827,FALSE
FALSE,0,783.6699,1302.1638,1239,39,-1.6567876,2.1918917,9.121908,0.059192844,0.034452807,-0.049370125,FALSE
FALSE,0,842.0556,1272.1666,1288,40,-1.4796166,2.0578163,9.757569,-0.03426954,-0.063285634,0.031874947,FALSE
FALSE,0,896.7534,1239.0388,1339,41,-1.553837,2.3319526,9.391256,0.120279364,-0.03701843,0.056920424,FALSE
FALSE,0,903.7547,1231.736,1355,42,-1.5143325,2.1942859,9.631873,0.14471397,-0.09627235,0.037983604,FALSE
FALSE,0,903.2782,1224.8346,1372,43,-1.3802572,2.005144,9.624691,0.18014416,-0.09505063,0.030653218,FALSE
FALSE,0,899.6603,1219.4402,1388,44,-1.0462662,1.7741034,10.031705,0.23634377,-0.010751221,0.029431488,FALSE
FALSE,0,825.43823,1209.0,1456,45,-1.590947,2.6252422,9.136273,0.34935385,0.21893412,-0.018216,FALSE
FALSE,0,759.11176,1202.2639,1505,46,-1.5753847,2.6862943,9.072827,0.11050553,0.17067575,0.05447696,FALSE
FALSE,0,689.44745,1180.3597,1571,47,-1.7932571,2.4001873,9.546879,0.3585168,0.23481661,-0.025546385,FALSE
FALSE,0,624.6893,1148.3446,1621,48,-1.9728222,3.05141,8.798691,0.36645806,0.11569789,0.001331687,FALSE
FALSE,0,563.8825,1126.0,1688,49,-1.6579847,2.9281087,8.331821,-0.21386391,-0.056566115,0.036761872,FALSE
FALSE,0,660.0264,1124.4474,1837,50,-1.7262194,2.6791117,9.325416,-0.32381967,-0.20317377,0.11250916,FALSE
FALSE,0,665.0,1125.0,1847,51,-1.7262194,2.6791117,9.325416,-0.32381967,-0.20317377,0.11250916,FALSE
FALSE,1,900.0,796.0,0,0,-1.9416976,3.241749,8.907627,0.060414575,0.30995303,-0.05547878,FALSE
FALSE,1,896.0,796.0,67,1,-1.9835961,3.2118216,9.700109,0.08912524,0.20793854,0.039816197,FALSE
FALSE,1,890.52106,789.5211,117,2,-1.9057846,3.3542767,9.272743,0.35485163,0.24764478,0.04592485,FALSE
FALSE,1,887.6407,783.2814,134,3,-1.9321208,3.2968156,8.892065,0.36096027,0.25680774,0.023322836,FALSE
